ID,INFO
V4263,"Car occupant injured in collision with two- or three-wheeled motor vehicle, passenger injured in traffic accident: in oth type work"
V4264,"Car occupant injured in collision with two- or three-wheeled motor vehicle, passenger injured in traffic accident: while resting..."
V4268,"Car occupant injured in collision with two- or three-wheeled motor vehicle, passenger injured in traffic accident: in oth spec activity"
V4269,"Car occupant injured in collision with two- or three-wheeled motor vehicle, passenger injured in traffic accident: during unspec activity"
V427,"Car occupant injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle injured in traffic accident"
V4270,"Car occupant injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle injured in traffic accident: in sport activit"
V4271,"Car occupant injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle injured in traffic accident: in leisure activ"
V4272,"Car occupant injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle injured in traffic accident: while work for i"
V4273,"Car occupant injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle injured in traffic accident: in oth type work"
V4274,"Car occupant injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle injured in traffic accident: while resting..."
V4278,"Car occupant injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle injured in traffic accident: in oth spec acti"
V4279,"Car occupant injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle injured in traffic accident: during unspec ac"
V429,"Car occupant injured in collision with two- or three-wheeled motor vehicle, unspecified car occupant injured in traffic accident"
V4290,"Car occupant injured in collision with two- or three-wheeled motor vehicle, unspecified car occupant injured in traffic accident: in sport activity"
V4291,"Car occupant injured in collision with two- or three-wheeled motor vehicle, unspecified car occupant injured in traffic accident: in leisure activity"
V4292,"Car occupant injured in collision with two- or three-wheeled motor vehicle, unspecified car occupant injured in traffic accident: while work for incom"
V4871,"Car occupant injured in noncollision transport accident, person on outside of vehicle injured in traffic accident: in leisure activity"
V4872,"Car occupant injured in noncollision transport accident, person on outside of vehicle injured in traffic accident: while work for income"
V4873,"Car occupant injured in noncollision transport accident, person on outside of vehicle injured in traffic accident: in oth type work"
V4874,"Car occupant injured in noncollision transport accident, person on outside of vehicle injured in traffic accident: while resting..."
V4878,"Car occupant injured in noncollision transport accident, person on outside of vehicle injured in traffic accident: in oth spec activity"
V4879,"Car occupant injured in noncollision transport accident, person on outside of vehicle injured in traffic accident: during unspec activity"
V489,"Car occupant injured in noncollision transport accident, unspecified car occupant injured in traffic accident"
V4890,"Car occupant injured in noncollision transport accident, unspecified car occupant injured in traffic accident: in sport activity"
V4891,"Car occupant injured in noncollision transport accident, unspecified car occupant injured in traffic accident: in leisure activity"
V4892,"Car occupant injured in noncollision transport accident, unspecified car occupant injured in traffic accident: while work for income"
V4893,"Car occupant injured in noncollision transport accident, unspecified car occupant injured in traffic accident: in oth type work"
V4894,"Car occupant injured in noncollision transport accident, unspecified car occupant injured in traffic accident: while resting..."
V4898,"Car occupant injured in noncollision transport accident, unspecified car occupant injured in traffic accident: in oth spec activity"
V4899,"Car occupant injured in noncollision transport accident, unspecified car occupant injured in traffic accident: during unspec activity"
V49,Car occupant injured in other and unspecified transport accidents
V490,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident
V4900,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident: in sport activity
V4901,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident: in leisure activity
V4902,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident: while work for income
V4903,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident: in oth type work
V4904,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident: while resting...
V4908,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident: in oth spec activity
V4909,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident: during unspec activity
V491,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident
V4910,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident: in sport activity
V4911,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident: in leisure activity
V4912,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident: while work for income
V4913,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident: in oth type work
V4914,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident: while resting...
V4918,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident: in oth spec activity
V4919,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident: during unspec activity
V492,Unspecified car occupant injured in collision with other and unspecified motor vehicles in nontraffic accident
V4920,Unspecified car occupant injured in collision with other and unspecified motor vehicles in nontraffic accident: in sport activity
V4921,Unspecified car occupant injured in collision with other and unspecified motor vehicles in nontraffic accident: in leisure activity
V4922,Unspecified car occupant injured in collision with other and unspecified motor vehicles in nontraffic accident: while work for income
V4923,Unspecified car occupant injured in collision with other and unspecified motor vehicles in nontraffic accident: in oth type work
V4924,Unspecified car occupant injured in collision with other and unspecified motor vehicles in nontraffic accident: while resting...
V4928,Unspecified car occupant injured in collision with other and unspecified motor vehicles in nontraffic accident: in oth spec activity
V4929,Unspecified car occupant injured in collision with other and unspecified motor vehicles in nontraffic accident: during unspec activity
V493,Car occupant [any] injured in unspecified nontraffic accident
V4930,Car occupant [any] injured in unspecified nontraffic accident: in sport activity
V4931,Car occupant [any] injured in unspecified nontraffic accident: in leisure activity
V4932,Car occupant [any] injured in unspecified nontraffic accident: while work for income
V4933,Car occupant [any] injured in unspecified nontraffic accident: in oth type work
V4934,Car occupant [any] injured in unspecified nontraffic accident: while resting...
V4938,Car occupant [any] injured in unspecified nontraffic accident: in oth spec activity
V4939,Car occupant [any] injured in unspecified nontraffic accident: during unspec activity
V494,Driver injured in collision with other and unspecified motor vehicles in traffic accident
V4940,Driver injured in collision with other and unspecified motor vehicles in traffic accident: in sport activity
V4941,Driver injured in collision with other and unspecified motor vehicles in traffic accident: in leisure activity
V4942,Driver injured in collision with other and unspecified motor vehicles in traffic accident: while work for income
V4943,Driver injured in collision with other and unspecified motor vehicles in traffic accident: in oth type work
V4944,Driver injured in collision with other and unspecified motor vehicles in traffic accident: while resting...
V4948,Driver injured in collision with other and unspecified motor vehicles in traffic accident: in oth spec activity
V5853,"Occupant of pick-up truck or van injured in noncollision transport accident, driver injured in traffic accident: in oth type work"
V5854,"Occupant of pick-up truck or van injured in noncollision transport accident, driver injured in traffic accident: while resting..."
V5858,"Occupant of pick-up truck or van injured in noncollision transport accident, driver injured in traffic accident: in oth spec activity"
V5859,"Occupant of pick-up truck or van injured in noncollision transport accident, driver injured in traffic accident: during unspec activity"
V586,"Occupant of pick-up truck or van injured in noncollision transport accident, passenger injured in traffic accident"
V5860,"Occupant of pick-up truck or van injured in noncollision transport accident, passenger injured in traffic accident: in sport activity"
V5861,"Occupant of pick-up truck or van injured in noncollision transport accident, passenger injured in traffic accident: in leisure activity"
V5862,"Occupant of pick-up truck or van injured in noncollision transport accident, passenger injured in traffic accident: while work for income"
V5863,"Occupant of pick-up truck or van injured in noncollision transport accident, passenger injured in traffic accident: in oth type work"
V5864,"Occupant of pick-up truck or van injured in noncollision transport accident, passenger injured in traffic accident: while resting..."
V5868,"Occupant of pick-up truck or van injured in noncollision transport accident, passenger injured in traffic accident: in oth spec activity"
V5869,"Occupant of pick-up truck or van injured in noncollision transport accident, passenger injured in traffic accident: during unspec activity"
V587,"Occupant of pick-up truck or van injured in noncollision transport accident, person on outside of vehicle injured in traffic accident"
V5870,"Occupant of pick-up truck or van injured in noncollision transport accident, person on outside of vehicle injured in traffic accident: in sport activi"
V5871,"Occupant of pick-up truck or van injured in noncollision transport accident, person on outside of vehicle injured in traffic accident: in leisure acti"
V5872,"Occupant of pick-up truck or van injured in noncollision transport accident, person on outside of vehicle injured in traffic accident: while work for"
V5873,"Occupant of pick-up truck or van injured in noncollision transport accident, person on outside of vehicle injured in traffic accident: in oth type wor"
V5874,"Occupant of pick-up truck or van injured in noncollision transport accident, person on outside of vehicle injured in traffic accident: while resting.."
V5878,"Occupant of pick-up truck or van injured in noncollision transport accident, person on outside of vehicle injured in traffic accident: in oth spec act"
V5879,"Occupant of pick-up truck or van injured in noncollision transport accident, person on outside of vehicle injured in traffic accident: during unspec a"
V589,"Occupant of pick-up truck or van injured in noncollision transport accident, unspecified occupant of pick-up truck or van injured in traffic accident"
V5890,"Occupant of pick-up truck or van injured in noncollision transport accident, unspecified occupant of pick-up truck or van injured in traffic accident:"
V5891,"Occupant of pick-up truck or van injured in noncollision transport accident, unspecified occupant of pick-up truck or van injured in traffic accident:"
V5892,"Occupant of pick-up truck or van injured in noncollision transport accident, unspecified occupant of pick-up truck or van injured in traffic accident:"
V5893,"Occupant of pick-up truck or van injured in noncollision transport accident, unspecified occupant of pick-up truck or van injured in traffic accident:"
V5894,"Occupant of pick-up truck or van injured in noncollision transport accident, unspecified occupant of pick-up truck or van injured in traffic accident:"
V5898,"Occupant of pick-up truck or van injured in noncollision transport accident, unspecified occupant of pick-up truck or van injured in traffic accident:"
V5899,"Occupant of pick-up truck or van injured in noncollision transport accident, unspecified occupant of pick-up truck or van injured in traffic accident:"
V59,Occupant of pick-up truck or van injured in other and unspecified transport accidents
V590,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident
V5900,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident: in sport activity
V5901,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident: in leisure activity
V5902,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident: while work for income
V5903,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident: in oth type work
V5904,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident: while resting...
V5908,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident: in oth spec activity
V5909,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident: during unspec activity
V591,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident
V5910,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident: in sport activity
V5911,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident: in leisure activity
V5912,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident: while work for income
V5913,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident: in oth type work
V5914,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident: while resting...
V5918,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident: in oth spec activity
V5919,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident: during unspec activity
V592,Unspecified occupant of pick-up truck or van injured in collision with other and unspecified motor vehicles in nontraffic accident
V5920,Unspecified occupant of pick-up truck or van injured in collision with other and unspecified motor vehicles in nontraffic accident: in sport activity
V3358,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, driver injured in traffic accident: in oth spec activity"
V3359,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, driver injured in traffic accident: during unspec activit"
V336,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, passenger injured in traffic accident"
V3360,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, passenger injured in traffic accident: in sport activity"
V3361,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, passenger injured in traffic accident: in leisure activit"
V3362,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, passenger injured in traffic accident: while work for inc"
V3363,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, passenger injured in traffic accident: in oth type work"
V3364,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, passenger injured in traffic accident: while resting..."
V3368,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, passenger injured in traffic accident: in oth spec activi"
V3369,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, passenger injured in traffic accident: during unspec acti"
V337,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, person on outside of vehicle injured in traffic acident"
V3370,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, person on outside of vehicle injured in traffic acident:"
V3371,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, person on outside of vehicle injured in traffic acident:"
V3372,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, person on outside of vehicle injured in traffic acident:"
V3373,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, person on outside of vehicle injured in traffic acident:"
V3374,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, person on outside of vehicle injured in traffic acident:"
V3378,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, person on outside of vehicle injured in traffic acident:"
V3379,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, person on outside of vehicle injured in traffic acident:"
V339,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, unspecified occupant of three-wheeled motor vehicle injur"
V3390,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, unspecified occupant of three-wheeled motor vehicle injur"
V3391,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, unspecified occupant of three-wheeled motor vehicle injur"
V3392,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, unspecified occupant of three-wheeled motor vehicle injur"
V3393,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, unspecified occupant of three-wheeled motor vehicle injur"
V3394,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, unspecified occupant of three-wheeled motor vehicle injur"
V3398,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, unspecified occupant of three-wheeled motor vehicle injur"
V3399,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, unspecified occupant of three-wheeled motor vehicle injur"
V34,Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus
V340,"Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, driver injured in nontraffic accident"
V3400,"Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, driver injured in nontraffic accident: in sport acti"
V3401,"Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, driver injured in nontraffic accident: in leisure ac"
V3402,"Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, driver injured in nontraffic accident: while work fo"
V3403,"Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, driver injured in nontraffic accident: in oth type w"
V3404,"Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, driver injured in nontraffic accident: while resting"
V3408,"Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, driver injured in nontraffic accident: in oth spec a"
V3409,"Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, driver injured in nontraffic accident: during unspec"
V341,"Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, passenger injured in nontraffic accident"
V3410,"Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, passenger injured in nontraffic accident: in sport a"
V3411,"Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, passenger injured in nontraffic accident: in leisure"
V3412,"Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, passenger injured in nontraffic accident: while work"
V3413,"Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, passenger injured in nontraffic accident: in oth typ"
V3414,"Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, passenger injured in nontraffic accident: while rest"
V3418,"Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, passenger injured in nontraffic accident: in oth spe"
V4293,"Car occupant injured in collision with two- or three-wheeled motor vehicle, unspecified car occupant injured in traffic accident: in oth type work"
V4294,"Car occupant injured in collision with two- or three-wheeled motor vehicle, unspecified car occupant injured in traffic accident: while resting..."
V4298,"Car occupant injured in collision with two- or three-wheeled motor vehicle, unspecified car occupant injured in traffic accident: in oth spec activity"
V4299,"Car occupant injured in collision with two- or three-wheeled motor vehicle, unspecified car occupant injured in traffic accident: during unspec activi"
V43,"Car occupant injured in collision with car, pick-up truck or van"
V430,"Car occupant injured in collision with car, pick-up truck or van, driver injured in nontraffic accident"
V4300,"Car occupant injured in collision with car, pick-up truck or van, driver injured in nontraffic accident: in sport activity"
V4301,"Car occupant injured in collision with car, pick-up truck or van, driver injured in nontraffic accident: in leisure activity"
V4302,"Car occupant injured in collision with car, pick-up truck or van, driver injured in nontraffic accident: while work for income"
V4303,"Car occupant injured in collision with car, pick-up truck or van, driver injured in nontraffic accident: in oth type work"
V4304,"Car occupant injured in collision with car, pick-up truck or van, driver injured in nontraffic accident: while resting..."
V4308,"Car occupant injured in collision with car, pick-up truck or van, driver injured in nontraffic accident: in oth spec activity"
V4309,"Car occupant injured in collision with car, pick-up truck or van, driver injured in nontraffic accident: during unspec activity"
V431,"Car occupant injured in collision with car, pick-up truck or van, passenger injured in nontraffic accident"
V4310,"Car occupant injured in collision with car, pick-up truck or van, passenger injured in nontraffic accident: in sport activity"
V4311,"Car occupant injured in collision with car, pick-up truck or van, passenger injured in nontraffic accident: in leisure activity"
V4312,"Car occupant injured in collision with car, pick-up truck or van, passenger injured in nontraffic accident: while work for income"
V4313,"Car occupant injured in collision with car, pick-up truck or van, passenger injured in nontraffic accident: in oth type work"
V4314,"Car occupant injured in collision with car, pick-up truck or van, passenger injured in nontraffic accident: while resting..."
V4318,"Car occupant injured in collision with car, pick-up truck or van, passenger injured in nontraffic accident: in oth spec activity"
V4319,"Car occupant injured in collision with car, pick-up truck or van, passenger injured in nontraffic accident: during unspec activity"
V432,"Car occupant injured in collision with car, pick-up truck or van, person on outside of vehicle injured in nontraffic accident"
V4320,"Car occupant injured in collision with car, pick-up truck or van, person on outside of vehicle injured in nontraffic accident: in sport activity"
V4321,"Car occupant injured in collision with car, pick-up truck or van, person on outside of vehicle injured in nontraffic accident: in leisure activity"
V4322,"Car occupant injured in collision with car, pick-up truck or van, person on outside of vehicle injured in nontraffic accident: while work for income"
V4323,"Car occupant injured in collision with car, pick-up truck or van, person on outside of vehicle injured in nontraffic accident: in oth type work"
V4324,"Car occupant injured in collision with car, pick-up truck or van, person on outside of vehicle injured in nontraffic accident: while resting..."
V4328,"Car occupant injured in collision with car, pick-up truck or van, person on outside of vehicle injured in nontraffic accident: in oth spec activity"
V4329,"Car occupant injured in collision with car, pick-up truck or van, person on outside of vehicle injured in nontraffic accident: during unspec activity"
V433,"Car occupant injured in collision with car, pick-up truck or van, unspecified car occupant injured in nontraffic accident"
V4330,"Car occupant injured in collision with car, pick-up truck or van, unspecified car occupant injured in nontraffic accident: in sport activity"
V4331,"Car occupant injured in collision with car, pick-up truck or van, unspecified car occupant injured in nontraffic accident: in leisure activity"
V4332,"Car occupant injured in collision with car, pick-up truck or van, unspecified car occupant injured in nontraffic accident: while work for income"
V4333,"Car occupant injured in collision with car, pick-up truck or van, unspecified car occupant injured in nontraffic accident: in oth type work"
V4334,"Car occupant injured in collision with car, pick-up truck or van, unspecified car occupant injured in nontraffic accident: while resting..."
V4338,"Car occupant injured in collision with car, pick-up truck or van, unspecified car occupant injured in nontraffic accident: in oth spec activity"
V4339,"Car occupant injured in collision with car, pick-up truck or van, unspecified car occupant injured in nontraffic accident: during unspec activity"
V434,"Car occupant injured in collision with car, pick-up truck or van, person jnjured while boading or alighting"
V4340,"Car occupant injured in collision with car, pick-up truck or van, person jnjured while boading or alighting: in sport activity"
V4341,"Car occupant injured in collision with car, pick-up truck or van, person jnjured while boading or alighting: in leisure activity"
V4342,"Car occupant injured in collision with car, pick-up truck or van, person jnjured while boading or alighting: while work for income"
V4343,"Car occupant injured in collision with car, pick-up truck or van, person jnjured while boading or alighting: in oth type work"
V4344,"Car occupant injured in collision with car, pick-up truck or van, person jnjured while boading or alighting: while resting..."
V4348,"Car occupant injured in collision with car, pick-up truck or van, person jnjured while boading or alighting: in oth spec activity"
V4349,"Car occupant injured in collision with car, pick-up truck or van, person jnjured while boading or alighting: during unspec activity"
V435,"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident"
V4350,"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident: in sport activity"
V4949,Driver injured in collision with other and unspecified motor vehicles in traffic accident: during unspec activity
V495,Passenger injured in collision with other and unspecified motor vehicles in traffic accident
V4950,Passenger injured in collision with other and unspecified motor vehicles in traffic accident: in sport activity
V4951,Passenger injured in collision with other and unspecified motor vehicles in traffic accident: in leisure activity
V4952,Passenger injured in collision with other and unspecified motor vehicles in traffic accident: while work for income
V4953,Passenger injured in collision with other and unspecified motor vehicles in traffic accident: in oth type work
V4954,Passenger injured in collision with other and unspecified motor vehicles in traffic accident: while resting...
V4958,Passenger injured in collision with other and unspecified motor vehicles in traffic accident: in oth spec activity
V4959,Passenger injured in collision with other and unspecified motor vehicles in traffic accident: during unspec activity
V496,Unspecified car occupant injured in collision with other and unspecified motor vehicles in traffic accident
V4960,Unspecified car occupant injured in collision with other and unspecified motor vehicles in traffic accident: in sport activity
V4961,Unspecified car occupant injured in collision with other and unspecified motor vehicles in traffic accident: in leisure activity
V4962,Unspecified car occupant injured in collision with other and unspecified motor vehicles in traffic accident: while work for income
V4963,Unspecified car occupant injured in collision with other and unspecified motor vehicles in traffic accident: in oth type work
V4964,Unspecified car occupant injured in collision with other and unspecified motor vehicles in traffic accident: while resting...
V4968,Unspecified car occupant injured in collision with other and unspecified motor vehicles in traffic accident: in oth spec activity
V4969,Unspecified car occupant injured in collision with other and unspecified motor vehicles in traffic accident: during unspec activity
V498,Car occupant [any] injured in other specified transport accidents
V4980,Car occupant [any] injured in other specified transport accidents: in sport activity
V4981,Car occupant [any] injured in other specified transport accidents: in leisure activity
V4982,Car occupant [any] injured in other specified transport accidents: while work for income
V4983,Car occupant [any] injured in other specified transport accidents: in oth type work
V4984,Car occupant [any] injured in other specified transport accidents: while resting...
V4988,Car occupant [any] injured in other specified transport accidents: in oth spec activity
V4989,Car occupant [any] injured in other specified transport accidents: during unspec activity
V499,Car occupant [any] injured in unspecified traffic accident
V4990,Car occupant [any] injured in unspecified traffic accident: in sport activity
V4991,Car occupant [any] injured in unspecified traffic accident: in leisure activity
V4992,Car occupant [any] injured in unspecified traffic accident: while work for income
V4993,Car occupant [any] injured in unspecified traffic accident: in oth type work
V4994,Car occupant [any] injured in unspecified traffic accident: while resting...
V4998,Car occupant [any] injured in unspecified traffic accident: in oth spec activity
V4999,Car occupant [any] injured in unspecified traffic accident: during unspec activity
V50,Occupant of pick-up truck or van injured in collision with pedestrian or animal
V500,"Occupant of pick-up truck or van injured in collision with pedestrian or animal, driver injured in nontraffic accident"
V5000,"Occupant of pick-up truck or van injured in collision with pedestrian or animal, driver injured in nontraffic accident: in sport activity"
V5001,"Occupant of pick-up truck or van injured in collision with pedestrian or animal, driver injured in nontraffic accident: in leisure activity"
V5002,"Occupant of pick-up truck or van injured in collision with pedestrian or animal, driver injured in nontraffic accident: while work for income"
V5003,"Occupant of pick-up truck or van injured in collision with pedestrian or animal, driver injured in nontraffic accident: in oth type work"
V5004,"Occupant of pick-up truck or van injured in collision with pedestrian or animal, driver injured in nontraffic accident: while resting..."
V5008,"Occupant of pick-up truck or van injured in collision with pedestrian or animal, driver injured in nontraffic accident: in oth spec activity"
V5009,"Occupant of pick-up truck or van injured in collision with pedestrian or animal, driver injured in nontraffic accident: during unspec activity"
V501,"Occupant of pick-up truck or van injured in collision with pedestrian or animal, passenger injured in nontraffic accident"
V5010,"Occupant of pick-up truck or van injured in collision with pedestrian or animal, passenger injured in nontraffic accident: in sport activity"
V5011,"Occupant of pick-up truck or van injured in collision with pedestrian or animal, passenger injured in nontraffic accident: in leisure activity"
V5012,"Occupant of pick-up truck or van injured in collision with pedestrian or animal, passenger injured in nontraffic accident: while work for income"
V5013,"Occupant of pick-up truck or van injured in collision with pedestrian or animal, passenger injured in nontraffic accident: in oth type work"
V5014,"Occupant of pick-up truck or van injured in collision with pedestrian or animal, passenger injured in nontraffic accident: while resting..."
V5018,"Occupant of pick-up truck or van injured in collision with pedestrian or animal, passenger injured in nontraffic accident: in oth spec activity"
V5019,"Occupant of pick-up truck or van injured in collision with pedestrian or animal, passenger injured in nontraffic accident: during unspec activity"
V502,"Occupant of pick-up truck or van injured in collision with pedestrian or animal, person on outside of vehicle injured in nontraffic accident"
V5020,"Occupant of pick-up truck or van injured in collision with pedestrian or animal, person on outside of vehicle injured in nontraffic accident: in sport"
V5021,"Occupant of pick-up truck or van injured in collision with pedestrian or animal, person on outside of vehicle injured in nontraffic accident: in leisu"
V5921,Unspecified occupant of pick-up truck or van injured in collision with other and unspecified motor vehicles in nontraffic accident: in leisure activit
V6234,"Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, unspecified occupant of heavy transport vehicle inj"
V6238,"Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, unspecified occupant of heavy transport vehicle inj"
V6239,"Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, unspecified occupant of heavy transport vehicle inj"
V624,"Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, person injured while boarding or alighting"
V6240,"Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, person injured while boarding or alighting: in spor"
V6241,"Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, person injured while boarding or alighting: in leis"
V6242,"Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, person injured while boarding or alighting: while w"
V6243,"Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, person injured while boarding or alighting: in oth"
V6244,"Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, person injured while boarding or alighting: while r"
V6248,"Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, person injured while boarding or alighting: in oth"
V6249,"Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, person injured while boarding or alighting: during"
V625,"Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, driver injured in traffic accident"
V6250,"Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, driver injured in traffic accident: in sport activi"
V6251,"Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, driver injured in traffic accident: in leisure acti"
V6252,"Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, driver injured in traffic accident: while work for"
V6253,"Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, driver injured in traffic accident: in oth type wor"
V6254,"Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, driver injured in traffic accident: while resting.."
V6258,"Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, driver injured in traffic accident: in oth spec act"
V6259,"Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, driver injured in traffic accident: during unspec a"
V626,"Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, passenger injured in traffic accident"
V6260,"Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, passenger injured in traffic accident: in sport act"
V6261,"Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, passenger injured in traffic accident: in leisure a"
V6262,"Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, passenger injured in traffic accident: while work f"
V6263,"Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, passenger injured in traffic accident: in oth type"
V6264,"Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, passenger injured in traffic accident: while restin"
V6268,"Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, passenger injured in traffic accident: in oth spec"
V6269,"Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, passenger injured in traffic accident: during unspe"
