Type-TH,Type-EN,SubType-TH,SubType-EN,Attraction-name TH,Attraction-name EN,Organization-Unit-TH,Organization-Unit-EN,Latitude,Longtiude,Open-Houre,Image-URL,Facility,Contact,Province,District,Subdistrict,,,,,,,
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกคำหอม,Kham Hom Waterfall,อุทยานแห่งชาติภูพาน,Phu Phan National Park,,,มิ.ย.-ต.ค.,http://park.dnp.go.th/dnp/scenicpic/1007100700226scene110414_111428.jpg,,,สกลนคร ,เมืองสกลนคร ,ห้วยยาง ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูพาน,Phu Phan National Park National Park
ทางบก,terrestrial,จุดชมวิว,Viewpoint,ผานางเมิน,Pha Nang Moen,อุทยานแห่งชาติภูพาน,Phu Phan National Park,,,ตลอดปี,http://park.dnp.go.th/dnp/scenicpic/1007scene280209_85322.jpg,,,สกลนคร ,เมืองสกลนคร ,ห้วยยาง ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูพาน,Phu Phan National Park National Park
ทางบก,terrestrial,ชมพรรณไม้ / ป่าไม้,Plant / Woodland,ลานสาวเอ้,Lan Sao Ae,อุทยานแห่งชาติภูพาน,Phu Phan National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1007100700228scene110414_112814.jpg,,,สกลนคร ,เมืองสกลนคร ,ห้วยยาง ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูพาน,Phu Phan National Park National Park
ทางบก,terrestrial,ธรณีสัณฐาน, Geomorphology,สะพานหินธรรมชาติ,Rock Bridge,อุทยานแห่งชาติภูพาน,Phu Phan National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1007100700229scene180411_141712.jpg,,,สกลนคร ,เมืองสกลนคร ,ห้วยยาง ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูพาน,Phu Phan National Park National Park
ทางบก,terrestrial,ถ้ำ,Cave,ถ้ำเสรีไท,Seri Thai Cave,อุทยานแห่งชาติภูพาน,Phu Phan National Park,,,"ตลอดปี ",http://park.dnp.go.th/dnp/scenicpic/1007100700230scene180411_141145.jpg,,,สกลนคร ,เมืองสกลนคร ,ห้วยยาง ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูพาน,Phu Phan National Park National Park
ทางบก,terrestrial,ศิลปวัฒนธรรม / โบราณสถาน,Cultural / Historic Site,พระธาตุภูเพ็ก,Pra Thad Phu Phek,อุทยานแห่งชาติภูพาน,Phu Phan National Park,,,ตลอดปี,http://park.dnp.go.th/dnp/scenicpic/1007100700231scene170815_135151.jpg,,,สกลนคร ,เมืองสกลนคร ,ห้วยยาง ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูพาน,Phu Phan National Park National Park
ทางบก,terrestrial,ชมพรรณไม้ / ป่าไม้,Plant / Woodland,สะพานผีผ่าน,Ghost Bridge,อุทยานแห่งชาติภูพาน,Phu Phan National Park,,,ตลอดปี,http://park.dnp.go.th/dnp/scenicpic/1007100700232scene190615_105356.jpg,,,สกลนคร ,เมืองสกลนคร ,ห้วยยาง ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูพาน,Phu Phan National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกพรหมโลก,PHROMLOK WATERFALL,อุทยานแห่งชาติเขาหลวง,Khao Luang National Park,,,,,,075354839,นครศรีธรรมราช ,ลานสกา ,เขาแก้ว ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติเขาหลวง,Khao Luang National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกกะโรม,KAROM  WATERFALL,อุทยานแห่งชาติเขาหลวง,Khao Luang National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1008100800581scene180311_153321.png,,075354839,นครศรีธรรมราช ,ลานสกา ,เขาแก้ว ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติเขาหลวง,Khao Luang National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกอ้ายเขียว,AI KHIAO WATERFALL,อุทยานแห่งชาติเขาหลวง,Khao Luang National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1008100800582scene180311_153216.png,,075354839,นครศรีธรรมราช ,ลานสกา ,เขาแก้ว ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติเขาหลวง,Khao Luang National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกกรุงชิง,KRUNG CHING,อุทยานแห่งชาติเขาหลวง,Khao Luang National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1008100800583scene180311_153117.png,,075354839,นครศรีธรรมราช ,ลานสกา ,เขาแก้ว ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติเขาหลวง,Khao Luang National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกท่าแพ,THA PHAE WATERFALL,อุทยานแห่งชาติเขาหลวง,Khao Luang National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1008100800584scene180311_153025.png,,075354839,นครศรีธรรมราช ,ลานสกา ,เขาแก้ว ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติเขาหลวง,Khao Luang National Park National Park
ทางบก,terrestrial,ถ้ำ,Cave,ถ้ำแก้วสุรกานต์,KAEOW SURAKARN CAVE,อุทยานแห่งชาติเขาหลวง,Khao Luang National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1008100800585scene180311_152800.png,,075354839,นครศรีธรรมราช ,ลานสกา ,เขาแก้ว ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติเขาหลวง,Khao Luang National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกตาดเหมย,Tat Moel Waterfall,อุทยานแห่งชาติดอยขุนตาล,Doi Khun Tan National Park,,,ก.ค. - ต.ค.,http://park.dnp.go.th/dnp/scenicpic/10091009001scene170815_115126.jpg,,0-5351-9216-7,ลำพูน ,แม่ทา ,ทาปลาดุก ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติดอยขุนตาล,Doi Khun Tan National Park National Park
ทางบก,terrestrial,จุดชมวิว,Viewpoint,ย.1 ,Yaw 1,อุทยานแห่งชาติดอยขุนตาล,Doi Khun Tan National Park,,,ตลอดทั้งปี,http://park.dnp.go.th/dnp/scenicpic/1009100900918scene170815_115027.jpg,,0-5351-9216-7,ลำพูน ,แม่ทา ,ทาปลาดุก ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติดอยขุนตาล,Doi Khun Tan National Park National Park
ทางบก,terrestrial,จุดชมวิว,Viewpoint,ย.2,Yaw 2,อุทยานแห่งชาติดอยขุนตาล,Doi Khun Tan National Park,,,ตลอดปี,http://park.dnp.go.th/dnp/scenicpic/1009100900919scene170815_114906.jpg,,0-5351-9216-7,ลำพูน ,แม่ทา ,ทาปลาดุก ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติดอยขุนตาล,Doi Khun Tan National Park National Park
ทางบก,terrestrial,จุดชมวิว,Viewpoint,ย. 3,Yaw 3,อุทยานแห่งชาติดอยขุนตาล,Doi Khun Tan National Park,,,ตลอดทั้งปี,http://park.dnp.go.th/dnp/scenicpic/1009100900927scene170815_114718.jpg,,0-5351-9216-7,ลำพูน ,แม่ทา ,ทาปลาดุก ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติดอยขุนตาล,Doi Khun Tan National Park National Park
ทางบก,terrestrial,จุดชมวิว,Viewpoint,ย.4,Yaw 4,อุทยานแห่งชาติดอยขุนตาล,Doi Khun Tan National Park,,,ตลอดทั้งปี,http://park.dnp.go.th/dnp/scenicpic/1009100900928scene170815_114442.jpg,,0-5351-9216-7,ลำพูน ,แม่ทา ,ทาปลาดุก ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติดอยขุนตาล,Doi Khun Tan National Park National Park
ทางบก,terrestrial,จุดชมวิว,Viewpoint,จุดชมทิวทัศน์,View Point,อุทยานแห่งชาติน้ำตกพลิ้ว,Namtok Phlio National Park,,,,http://park.dnp.go.th/dnp/scenicpic/10101010001scene140910_102510.jpg,,039-434528,จันทบุรี ,แหลมสิงห์ , ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติน้ำตกพลิ้ว,Namtok Phlio National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกคลองนารายณ์,Namtok Khlong Narai,อุทยานแห่งชาติน้ำตกพลิ้ว,Namtok Phlio National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1010101000455scene140910_102813.jpg,,039-434528,จันทบุรี ,แหลมสิงห์ , ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติน้ำตกพลิ้ว,Namtok Phlio National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกตรอกนอง,Namtok Tognong,อุทยานแห่งชาติน้ำตกพลิ้ว,Namtok Phlio National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1010101000456scene140910_103127.jpg,,039-434528,จันทบุรี ,แหลมสิงห์ , ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติน้ำตกพลิ้ว,Namtok Phlio National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกพลิ้ว,Namtok Piew,อุทยานแห่งชาติน้ำตกพลิ้ว,Namtok Phlio National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1010101000457scene140910_103258.jpg,,039-434528,จันทบุรี ,แหลมสิงห์ , ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติน้ำตกพลิ้ว,Namtok Phlio National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกมะกอก,Namtok Magog,อุทยานแห่งชาติน้ำตกพลิ้ว,Namtok Phlio National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1010101000458scene140910_103743.jpg,,039-434528,จันทบุรี ,แหลมสิงห์ , ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติน้ำตกพลิ้ว,Namtok Phlio National Park National Park
ทางบก,terrestrial,ศิลปวัฒนธรรม / โบราณสถาน,Cultural / Historic Site,สุนันทานุสาวรีย์,-,อุทยานแห่งชาติน้ำตกพลิ้ว,Namtok Phlio National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1010101000459scene140910_104226.jpg,,039-434528,จันทบุรี ,แหลมสิงห์ , ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติน้ำตกพลิ้ว,Namtok Phlio National Park National Park
ทางบก,terrestrial,ศิลปวัฒนธรรม / โบราณสถาน,Cultural / Historic Site,จุลศิรจุมพฏเจดีย์,-,อุทยานแห่งชาติน้ำตกพลิ้ว,Namtok Phlio National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1010101000460scene140910_104406.jpg,,039-434528,จันทบุรี ,แหลมสิงห์ , ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติน้ำตกพลิ้ว,Namtok Phlio National Park National Park
ทางบก,terrestrial,เส้นทางศึกษาธรรมชาติ,Nature Trail,เส้นทางศึกษาธรรมชาติน้ำตกพลิ้ว,Eductional Nature,อุทยานแห่งชาติน้ำตกพลิ้ว,Namtok Phlio National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1010101000461scene140910_104629.jpg,,039-434528,จันทบุรี ,แหลมสิงห์ , ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติน้ำตกพลิ้ว,Namtok Phlio National Park National Park
ทางบก,terrestrial,ถ้ำ,Cave,ถ้ำพระธาตุ,Pra That Cave,อุทยานแห่งชาติเอราวัณ,Erawan National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1011101100354scene130909_105106.jpg,,0-3457-4222,กาญจนบุรี ,ศรีสวัสดิ์ ,ท่ากระดาน ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติเอราวัณ,Erawan National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกเอราวัณ,Erawan Waterfall,อุทยานแห่งชาติเอราวัณ,Erawan National Park,,,ตลอดทั้งปี,http://park.dnp.go.th/dnp/scenicpic/1011101100355scene130909_110249.png,,0-3457-4222,กาญจนบุรี ,ศรีสวัสดิ์ ,ท่ากระดาน ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติเอราวัณ,Erawan National Park National Park
ทางบก,terrestrial,ถ้ำ,Cave,ถ้ำวังบาดาล,Wang Bahdan Cave,อุทยานแห่งชาติเอราวัณ,Erawan National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1011101100360scene130909_125929.jpg,,0-3457-4222,กาญจนบุรี ,ศรีสวัสดิ์ ,ท่ากระดาน ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติเอราวัณ,Erawan National Park National Park
ทางบก,terrestrial,เส้นทางศึกษาธรรมชาติ,Nature Trail,เส้นทางศึกษาธรรมชาติป่าดิบแล้งม่องไล่,Mong Lai Dry Evergreen Forest Observation Trail,อุทยานแห่งชาติเอราวัณ,Erawan National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1011101100363scene130909_135428.jpg,,0-3457-4222,กาญจนบุรี ,ศรีสวัสดิ์ ,ท่ากระดาน ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติเอราวัณ,Erawan National Park National Park
ทางบก,terrestrial,เส้นทางศึกษาธรรมชาติ,Nature Trail,เส้นทางศึกษาธรรมชาติเอราวัณ (ป่าไผ่),Erawan Observation Trail (Bamboo Forest),อุทยานแห่งชาติเอราวัณ,Erawan National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1011101100364scene130909_140338.jpg,,0-3457-4222,กาญจนบุรี ,ศรีสวัสดิ์ ,ท่ากระดาน ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติเอราวัณ,Erawan National Park National Park
ทางบก,terrestrial,เส้นทางศึกษาธรรมชาติ,Nature Trail,เส้นทางศึกษาธรรมชาติเขาหินล้านปี,Million Years Stone Observation Trail,อุทยานแห่งชาติเอราวัณ,Erawan National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1011101100365scene130909_150359.jpg,,0-3457-4222,กาญจนบุรี ,ศรีสวัสดิ์ ,ท่ากระดาน ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติเอราวัณ,Erawan National Park National Park
ทางบก,terrestrial,แม่น้ำ / ลำคลอง / ทะเลสาบ,River / Lagune,แม่น้ำแควใหญ่,Khwae Yai River,อุทยานแห่งชาติเอราวัณ,Erawan National Park,,,ตลอดทั้งปี,,,0-3457-4222,กาญจนบุรี ,ศรีสวัสดิ์ ,ท่ากระดาน ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติเอราวัณ,Erawan National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกเขาชะเมา,Numtokkhochamao,อุทยานแห่งชาติเขาชะเมา-เขาวง,Khao Chamao-Khao Wong National Park,,,อยู่ภายใต้อิทธิพลของลมมรสุมตะวันออกเฉียงเหนือ และลมมรสุมตะวันตกเฉียงใต้ โดยลมมรสุมตะวันออกเฉียงเหนือจะเคลื่อนเข้าสู่อุทยานแห่งชาติฯ ช่วงเวลาตั้งแต่เดือนตุลาคม-กลางเดือนกุมภาพันธ์ ในช่วงนี้บริเวณอุทยานฯ มีอากาศหนาวเย็นท้องฟ้าโปร่ง ส่วนลมมรสุมตะวันตกเฉียงใต้มีอิทธิพลต่อลักษณะอากาศบริเวณอุทยาน ในช่วงตั้งแต่กลางเดือนพฤษภาคม-กลางเดือนตุลาคม ในช่วงนี้บริเวณอุทยานแห่งชาติ จะมีความชื้นในอากาศสูง เกิดเมฆและฝนตกหนัก ช่วงฤดูร้อนเป็นฃ่วงเวลาที่เปลี่ยนอิทธิพล จากลมมรสุมตะวันออกเฉียวงเหนือ เป็นลมมรสุมตะวันตกเฉียงใต้,,,038-894-378,ระยอง ,แกลง ,ทุ่งควายกิน ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติเขาชะเมา-เขาวง,Khao Chamao-Khao Wong National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกคลองปลาก้าง,Klong Pla Kang Waterfall,อุทยานแห่งชาติเขาชะเมา-เขาวง,Khao Chamao-Khao Wong National Park,,,อยู่ภายใต้อิทธิพลของลมมรสุม ตะวันออกเฉียงเหนือและลมมรสุมตะวันตกเฉียงใต้ โดยลมตะวันออกเฉียงเหนือ จะเคลื่อนเข้าสู่อุทยานแห่งชาติเขาชะเมาฯ ช่วงเวลาตั้งแต่กลางเดือนตุลาคม-กลางเดือนกุมภาพันธ์ ในช่วงบริเวณอุทยานฯ มีอากาศหนาวเย็นท้องฟ้าโปร่ง ส่วนลมมรสุมตะวันตกเฉียงใต้ มีอิทธิพลต่อลักษณะอากาศบริเวณอุทยาน ในช่วงตั้งแต่กลางเดือนพฤษภาคม-กลางเดือนตุลาคม ในช่วงนี้บริเวณอุทยานจะมีความชื้นในอากาศสูง เกิดเมฆแฝนตกหนัก ช่วงฤดูร้อนเป็นช่วงเวลาที่เปลี่ยนอิทธิพล จากลมมรสุมตะวันออกเฉียงเหนือเป็นลมมรสุมตะวันตกเฉียงใต้,http://park.dnp.go.th/dnp/scenicpic/1012101200288scene140515_104810.jpg,,038-894-378,ระยอง ,แกลง ,ทุ่งควายกิน ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติเขาชะเมา-เขาวง,Khao Chamao-Khao Wong National Park National Park
ทางทะเล,marine,เกาะ / ปะการัง, Island / Coral,เกาะกลางและเกาะไข่,Ko Klang and Ko Khai,อุทยานแห่งชาติตะรุเตา,Tarutao National Park,,,,http://park.dnp.go.th/dnp/scenicpic/10131013001scene170815_140736.jpg,,,สตูล ,ละงู ,ปากน้ำ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตะรุเตา,Tarutao National Park National Park
ทางทะเล,marine,จุดชมวิว,Viewpoint,ผาชะโด,Pha Cha Do,อุทยานแห่งชาติตะรุเตา,Tarutao National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1013scene090209_75716.jpg,,,สตูล ,ละงู ,ปากน้ำ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตะรุเตา,Tarutao National Park National Park
ทางทะเล,marine,ถ้ำ,Cave,ถ้ำจระเข้,Tham Jorakhae,อุทยานแห่งชาติตะรุเตา,Tarutao National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1013scene090209_80159.jpg,,,สตูล ,ละงู ,ปากน้ำ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตะรุเตา,Tarutao National Park National Park
ทางทะเล,marine,น้ำตก,Waterfall,น้ำตกลูดู,Luu Doo Waterfall,อุทยานแห่งชาติตะรุเตา,Tarutao National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1013scene090209_80611.jpg,,,สตูล ,ละงู ,ปากน้ำ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตะรุเตา,Tarutao National Park National Park
ทางทะเล,marine,เกาะ / ปะการัง, Island / Coral,เกาะหลีเป๊ะ,Ko Lih Pe,อุทยานแห่งชาติตะรุเตา,Tarutao National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1013scene090209_80943.jpg,,,สตูล ,ละงู ,ปากน้ำ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตะรุเตา,Tarutao National Park National Park
ทางทะเล,marine,ทะเล / ชายหาด, Sea / Beach,อ่าวตะโละอุดัง,Ao Ta Lo U Dang,อุทยานแห่งชาติตะรุเตา,Tarutao National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1013scene090209_81333.jpg,,,สตูล ,ละงู ,ปากน้ำ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตะรุเตา,Tarutao National Park National Park
ทางทะเล,marine,ทะเล / ชายหาด, Sea / Beach,อ่าวตะโละวาว,Ao Ta Lo Vaw,อุทยานแห่งชาติตะรุเตา,Tarutao National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1013scene090209_81648.jpg,,,สตูล ,ละงู ,ปากน้ำ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตะรุเตา,Tarutao National Park National Park
ทางทะเล,marine,ทะเล / ชายหาด, Sea / Beach,อ่าวสน,Ao Son,อุทยานแห่งชาติตะรุเตา,Tarutao National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1013scene250209_131034.jpg,,,สตูล ,ละงู ,ปากน้ำ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตะรุเตา,Tarutao National Park National Park
ทางทะเล,marine,,,ตะรุเตา,Tarutao,อุทยานแห่งชาติตะรุเตา,Tarutao National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1013101300107scene240809_110510.jpg,,,สตูล ,ละงู ,ปากน้ำ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตะรุเตา,Tarutao National Park National Park
ทางทะเล,marine,ทะเล / ชายหาด, Sea / Beach,อ่าวพันเตมะละกา,Panthemalaka,อุทยานแห่งชาติตะรุเตา,Tarutao National Park,,,ตลอดทั้งปี,http://park.dnp.go.th/dnp/scenicpic/10131013001137scene160815_113635.jpg,,,สตูล ,ละงู ,ปากน้ำ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตะรุเตา,Tarutao National Park National Park
ทางทะเล,marine,ทะเล / ชายหาด, Sea / Beach,อ่าวจาก,Ao Jak,อุทยานแห่งชาติตะรุเตา,Tarutao National Park,,,ตลอดทั้งปี,http://park.dnp.go.th/dnp/scenicpic/10131013001272scene160815_134812.jpg,,,สตูล ,ละงู ,ปากน้ำ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตะรุเตา,Tarutao National Park National Park
ทางทะเล,marine,ทะเล / ชายหาด, Sea / Beach,อ่าวเมาะและ,Ao Molae,อุทยานแห่งชาติตะรุเตา,Tarutao National Park,,,ตลอดทั้งปี,http://park.dnp.go.th/dnp/scenicpic/10131013001273scene160815_135702.jpg,,,สตูล ,ละงู ,ปากน้ำ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตะรุเตา,Tarutao National Park National Park
ทางทะเล,marine,น้ำตก,Waterfall,น้ำตกโละโป๊ะ,Lo Po Waterfall,อุทยานแห่งชาติตะรุเตา,Tarutao National Park,,,ตลอดทั้งปี,http://park.dnp.go.th/dnp/scenicpic/10131013001274scene160815_143604.jpg,,,สตูล ,ละงู ,ปากน้ำ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตะรุเตา,Tarutao National Park National Park
ทางทะเล,marine,แม่น้ำ / ลำคลอง / ทะเลสาบ,River / Lagune,อ่าวมะขาม,Ao Makam,อุทยานแห่งชาติตะรุเตา,Tarutao National Park,,,ตลอดทั้งปี,,,,สตูล ,ละงู ,ปากน้ำ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตะรุเตา,Tarutao National Park National Park
ทางทะเล,marine,ทะเล / ชายหาด, Sea / Beach,ตะโละอุดัง,Thaloaudang,อุทยานแห่งชาติตะรุเตา,Tarutao National Park,,,ตลอดทั้งปี,,,,สตูล ,ละงู ,ปากน้ำ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตะรุเตา,Tarutao National Park National Park
ทางทะเล,marine,ทะเล / ชายหาด, Sea / Beach,ตะโละวาว,Thalowow,อุทยานแห่งชาติตะรุเตา,Tarutao National Park,,,ตลอดทั้งปี,,,,สตูล ,ละงู ,ปากน้ำ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตะรุเตา,Tarutao National Park National Park
ทางทะเล,marine,ทะเล / ชายหาด, Sea / Beach,อ่าวฤาษี,Ao Ruesi,อุทยานแห่งชาติตะรุเตา,Tarutao National Park,,,ตลอดทั้งปี,,,,สตูล ,ละงู ,ปากน้ำ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตะรุเตา,Tarutao National Park National Park
ทางทะเล,marine,น้ำตก,Waterfall,น้ำตกโจรสลัด,๋Jonsalad Waterfall,อุทยานแห่งชาติตะรุเตา,Tarutao National Park,,,ต.ค.-มิ.ย. ,,,,สตูล ,ละงู ,ปากน้ำ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตะรุเตา,Tarutao National Park National Park
ทางทะเล,marine,เกาะ / ปะการัง, Island / Coral,เกาะหินซ้อน,Koh Hinson,อุทยานแห่งชาติตะรุเตา,Tarutao National Park,,,ต.ค.-มิ.ย.,http://park.dnp.go.th/dnp/scenicpic/10131013001280scene180815_115022.jpg,,,สตูล ,ละงู ,ปากน้ำ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตะรุเตา,Tarutao National Park National Park
ทางทะเล,marine,เกาะ / ปะการัง, Island / Coral,เกาะรอกลอย,Koh Rokloy,อุทยานแห่งชาติตะรุเตา,Tarutao National Park,,,ต.ค.-มิ.ย.,http://park.dnp.go.th/dnp/scenicpic/10131013001281scene180815_120221.jpg,,,สตูล ,ละงู ,ปากน้ำ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตะรุเตา,Tarutao National Park National Park
ทางทะเล,marine,ทะเล / ชายหาด, Sea / Beach,เกาะไข่,KO KAI,อุทยานแห่งชาติตะรุเตา,Tarutao National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1013101300342scene240809_123440.jpg,,,สตูล ,ละงู ,ปากน้ำ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตะรุเตา,Tarutao National Park National Park
ทางทะเล,marine,,,อ่าวพันเตมะละกา (ตะรุเตา),Ao Pantamalaka (Tarutao),อุทยานแห่งชาติตะรุเตา,Tarutao National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1013101300343scene240809_123225.jpg,,,สตูล ,ละงู ,ปากน้ำ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตะรุเตา,Tarutao National Park National Park
ทางทะเล,marine,ทะเล / ชายหาด, Sea / Beach,เกาะตะรุเตา,Tarutao,อุทยานแห่งชาติตะรุเตา,Tarutao National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1013101300344scene170815_140706.jpg,,,สตูล ,ละงู ,ปากน้ำ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตะรุเตา,Tarutao National Park National Park
ทางทะเล,marine,เกาะ / ปะการัง, Island / Coral,เกาะจาบัง,Ko Ja Bang,อุทยานแห่งชาติตะรุเตา,Tarutao National Park,,,,http://park.dnp.go.th/dnp/scenicpic/101310130093scene270309_114902.jpg,,,สตูล ,ละงู ,ปากน้ำ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตะรุเตา,Tarutao National Park National Park
ทางทะเล,marine,เกาะ / ปะการัง, Island / Coral,เกาะดง,Ko Dong,อุทยานแห่งชาติตะรุเตา,Tarutao National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1013scene090209_73851.jpg,,,สตูล ,ละงู ,ปากน้ำ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตะรุเตา,Tarutao National Park National Park
ทางทะเล,marine,เกาะ / ปะการัง, Island / Coral,เกาะยาง,Ko Yang,อุทยานแห่งชาติตะรุเตา,Tarutao National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1013scene090209_74020.jpg,,,สตูล ,ละงู ,ปากน้ำ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตะรุเตา,Tarutao National Park National Park
ทางทะเล,marine,เกาะ / ปะการัง, Island / Coral,เกาะราวี,Ko Ravee,อุทยานแห่งชาติตะรุเตา,Tarutao National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1013scene090209_74324.jpg,,,สตูล ,ละงู ,ปากน้ำ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตะรุเตา,Tarutao National Park National Park
